dictionary=main:en,locale=en,description=English,date=1414726273,version=54
 word=the,f=111
 word=ported,f=14
 word=posing,f=14
 word=postage,f=14
 word=posthumous,f=14
 word=pour,f=14
 word=prejudice,f=14
 word=premature,f=14
 word=prescription,f=14
 word=preserves,f=14
 word=prevalence,f=14
 word=pricing,f=14
 word=priorities,f=14
 word=prosecuted,f=14
 word=protagonists,f=14
 word=psychiatrist,f=14
 word=pumping,f=14
 word=puzzles,f=14
 word=racer,f=14
 word=radically,f=14
 word=radios,f=14
 word=reacted,f=14
 word=reactive,f=14
 word=reconcile,f=14
 word=recounts,f=14
 word=redundant,f=14
 word=regeneration,f=14
 word=regret,f=14
 word=reissue,f=14
 word=relevance,f=14
 word=remarried,f=14
 word=remedy,f=14
 word=remembers,f=14
 word=repealed,f=14
 word=repeats,f=14
 word=repression,f=14
 word=reprised,f=14
 word=researched,f=14
 word=reservoirs,f=14
 word=resurrection,f=14
 word=retailer,f=14
 word=retreating,f=14
 word=reversal,f=14
 word=revisions,f=14
 word=rink,f=14
 word=royalties,f=14
 word=sabotage,f=14
 word=saddle,f=14
 word=saloon,f=14
 word=salts,f=14
 word=salvage,f=14
 word=samurai,f=14
 word=sediments,f=14
 word=semantic,f=14
 word=semiconductor,f=14
 word=settler,f=14
 word=sewage,f=14
 word=sic,f=14
 word=sickness,f=14
 word=simulated,f=14
 word=snails,f=14
 word=solvent,f=14
 word=soundtracks,f=14
 word=stabbed,f=14
 word=stakes,f=14
 word=stimulation,f=14
 word=straw,f=14
 word=streaming,f=14
 word=stresses,f=14
 word=strikeouts,f=14
 word=subfamily,f=14
 word=subsidies,f=14
 word=superb,f=14
 word=superhuman,f=14
 word=supremacy,f=14
 word=surrounds,f=14
 word=syndication,f=14
 word=synthesized,f=14
 word=synthesizer,f=14
 word=tabloid,f=14
 word=taller,f=14
 word=tastes,f=14
 word=terrace,f=14
 word=theoretically,f=14
 word=thief,f=14
 word=tops,f=14
 word=totaling,f=14
 word=toxicity,f=14
 word=tractor,f=14
 word=trader,f=14
 word=tramway,f=14
 word=transmitters,f=14
 word=trench,f=14
 word=tumors,f=14
 word=turnover,f=14
 word=turtles,f=14
 word=twisted,f=14
 word=umpire,f=14
 word=uncomfortable,f=14
 word=undercover,f=14
 word=underworld,f=14
 word=undisclosed,f=14
 word=unreliable,f=14
 word=usable,f=14
 word=user's,f=14
 word=vague,f=14
 word=vain,f=14
 word=variance,f=14
 word=veins,f=14
 word=ventilation,f=14
 word=versatile,f=14
 word=veto,f=14
 word=vicar,f=14
 word=volatile,f=14
 word=waived,f=14
 word=wakes,f=14
 word=weaponry,f=14
 word=weighted,f=14
 word=whip,f=14
 word=whistle,f=14
 word=widened,f=14
 word=wit,f=14
 word=wolves,f=14
 word=worshipped,f=14
 word=woven,f=14
 word=yourself,f=14
 word=Allies,f=14
 word=Bailey,f=14
 word=Baldwin,f=14
 word=Banks,f=14
 word=Bavaria,f=14
 word=Blake,f=14
 word=Bradley,f=14
 word=Brook,f=14
 word=Bryan,f=14
 word=Buddha,f=14
 word=Burton,f=14
 word=CH,f=14
 word=Care,f=14
 word=Carnegie,f=14
 word=Carol,f=14
 word=Caroline,f=14
 word=Case,f=14
 word=Chen,f=14
 word=Congressional,f=14
 word=Copenhagen,f=14
 word=Dale,f=14
 word=Del,f=14
 word=Dylan,f=14
 word=Emma,f=14
 word=Ethiopia,f=14
 word=Europeans,f=14
 word=Fernando,f=14
 word=François,f=14
 word=Genesis,f=14
 word=Greeks,f=14
 word=Happy,f=14
 word=Hawaiian,f=14
 word=Hayes,f=14
 word=Henri,f=14
 word=Hopkins,f=14
 word=Hugo,f=14
 word=Iceland,f=14
 word=Jamie,f=14
 word=Jennifer,f=14
 word=Jesse,f=14
 word=Josh,f=14
 word=Julie,f=14
 word=Julius,f=14
 word=Kenny,f=14
 word=LSU,f=14
 word=Leicester,f=14
 word=Leslie,f=14
 word=Louisville,f=14
 word=Malcolm,f=14
 word=Marion,f=14
 word=Midland,f=14
 word=Minneapolis,f=14
 word=Morocco,f=14
 word=Morrison,f=14
 word=MySpace,f=14
 word=Nepal,f=14
 word=Newfoundland,f=14
 word=Nixon,f=14
 word=Nottingham,f=14
 word=Oslo,f=14
 word=Pakistani,f=14
 word=Paulo,f=14
 word=Porter,f=14
 word=Rachel,f=14
 word=Rather,f=14
 word=Reagan,f=14
 word=Rhodes,f=14
 word=Rich,f=14
 word=Richardson,f=14
 word=SD,f=14
 word=SSR,f=14
 word=Salem,f=14
 word=Sergeant,f=14
 word=Southampton,f=14
 word=Sudan,f=14
 word=Tibetan,f=14
 word=Troy,f=14
 word=Turks,f=14
 word=Willie,f=14
 word=Winston,f=14
 word=Yard,f=14
 word=Zhang,f=14
 word=abdominal,f=14
 word=aboriginal,f=14
 word=abusive,f=14
 word=accelerate,f=14
 word=accord,f=14
 word=acquaintance,f=14
 word=adhere,f=14
 word=admissions,f=14
 word=aerospace,f=14
 word=airplanes,f=14
 word=alcoholism,f=14
 word=alleging,f=14
 word=alma,f=14
 word=altering,f=14
 word=amassed,f=14
 word=ambushed,f=14
 word=amplifiers,f=14
 word=anchors,f=14
 word=antibodies,f=14
 word=ants,f=14
 word=appliances,f=14
 word=appreciate,f=14
 word=appropriately,f=14
 word=aren't,f=14
 word=arranger,f=14
 word=arranging,f=14
 word=arterial,f=14
 word=ascribed,f=14
 word=asphalt,f=14
 word=aspirations,f=14
 word=aspiring,f=14
 word=assassinate,f=14
 word=assemble,f=14
 word=astronaut,f=14
 word=ate,f=14
 word=atheist,f=14
 word=attach,f=14
 word=attendant,f=14
 word=attends,f=14
 word=auditioned,f=14
 word=avenue,f=14
 word=awarding,f=14
 word=badges,f=14
 word=baked,f=14
 word=balcony,f=14
 word=banana,f=14
 word=banning,f=14
 word=baritone,f=14
 word=baths,f=14
 word=bee,f=14
 word=behave,f=14
 word=betrayal,f=14
 word=bilateral,f=14
 word=biodiversity,f=14
 word=biographies,f=14
 word=blended,f=14
 word=blogs,f=14
 word=boarded,f=14
 word=boasted,f=14
 word=boating,f=14
 word=bodied,f=14
 word=bonding,f=14
 word=botanist,f=14
 word=bowlers,f=14
 word=braking,f=14
 word=branched,f=14
 word=brigadier,f=14
 word=broker,f=14
 word=bug,f=14
 word=byte,f=14
 word=cafeteria,f=14
 word=calculating,f=14
 word=cared,f=14
 word=cart,f=14
 word=caution,f=14
 word=certainty,f=14
 word=challenger,f=14
 word=chant,f=14
 word=chaotic,f=14
 word=cigarettes,f=14
 word=circulating,f=14
 word=cite,f=14
 word=civilizations,f=14
 word=clad,f=14
 word=clashed,f=14
 word=classed,f=14
 word=clay,f=14
 word=clerical,f=14
 word=click,f=14
 word=co-op,f=14
 word=coded,f=14
 word=coherent,f=14
 word=collaborate,f=14
 word=college's,f=14
 word=collided,f=14
 word=commemorates,f=14
 word=commencement,f=14
 word=commodities,f=14
 word=communion,f=14
 word=community's,f=14
 word=compares,f=14
 word=compass,f=14
 word=compelling,f=14
 word=compiling,f=14
 word=compromised,f=14
 word=computation,f=14
 word=computed,f=14
 word=concerto,f=14
 word=concurrency,f=14
 word=cones,f=14
 word=confesses,f=14
 word=confinement,f=14
 word=consolidate,f=14
 word=constituents,f=14
 word=contiguous,f=14
 word=contrasting,f=14
 word=convection,f=14
 word=costing,f=14
 word=covert,f=14
 word=creations,f=14
 word=credentials,f=14
 word=criticizing,f=14
 word=crying,f=14
 word=cube,f=14
 word=curator,f=14
 word=cured,f=14
 word=dam,f=14
 word=danced,f=14
 word=daring,f=14
 word=deciduous,f=14
 word=descends,f=14
 word=descriptive,f=14
 word=destiny,f=14
 word=deviation,f=14
 word=devote,f=14
 word=diaspora,f=14
 word=dice,f=14
 word=dictated,f=14
 word=dietary,f=14
 word=differentiated,f=14
 word=differing,f=14
 word=disclosed,f=14
 word=disposed,f=14
 word=downhill,f=14
 word=downloaded,f=14
 word=drafting,f=14
 word=dresses,f=14
 word=driver's,f=14
 word=duchy,f=14
 word=ducks,f=14
 word=dump,f=14
 word=dunes,f=14
 word=durable,f=14
 word=edible,f=14
 word=educators,f=14
 word=ejected,f=14
 word=elbow,f=14
 word=emitted,f=14
 word=encryption,f=14
 word=endings,f=14
 word=endowment,f=14
 word=enraged,f=14
 word=evenly,f=14
 word=examines,f=14
 word=executing,f=14
 word=explosions,f=14
 word=eyed,f=14
 word=fairs,f=14
 word=falsely,f=14
 word=ferries,f=14
 word=fibre,f=14
 word=fines,f=14
 word=firstly,f=14
 word=fission,f=14
 word=flanked,f=14
 word=flanks,f=14
 word=flashback,f=14
 word=flattened,f=14
 word=fledgling,f=14
 word=flees,f=14
 word=fleets,f=14
 word=follower,f=14
 word=footsteps,f=14
 word=forecast,f=14
 word=forefront,f=14
 word=fracture,f=14
 word=fragile,f=14
 word=fundamentally,f=14
 word=furnace,f=14
 word=furnished,f=14
 word=geared,f=14
 word=gently,f=14
 word=ghosts,f=14
 word=glands,f=14
 word=goaltender,f=14
 word=golfer,f=14
 word=graded,f=14
 word=groove,f=14
 word=groundbreaking,f=14
 word=guarantees,f=14
 word=gum,f=14
 word=hadn't,f=14
 word=hairs,f=14
 word=halftime,f=14
 word=happily,f=14
 word=harp,f=14
 word=harvesting,f=14
 word=hazards,f=14
 word=hearted,f=14
 word=heiress,f=14
 word=helium,f=14
 word=helm,f=14
 word=heroine,f=14
 word=hid,f=14,whitelist=his
  shortcut=his,f=whitelist
 word=hoc,f=14
 word=honoring,f=14
 word=horizontally,f=14
 word=hospitality,f=14
 word=humanities,f=14
 word=hut,f=14
 word=hypothetical,f=14
 word=ignition,f=14
 word=ignoring,f=14
 word=illustrates,f=14
 word=imitation,f=14
 word=implements,f=14
 word=inaccurate,f=14
 word=inadvertently,f=14
 word=incapable,f=14
 word=incentives,f=14
 word=incompatible,f=14
 word=incredibly,f=14
 word=inevitably,f=14
 word=infancy,f=14
 word=inlet,f=14
 word=inspiring,f=14
 word=installing,f=14
 word=interacting,f=14
 word=intercourse,f=14
 word=interdisciplinary,f=14
 word=interiors,f=14
 word=intersections,f=14
 word=interventions,f=14
 word=intricate,f=14
 word=invariably,f=14
 word=investing,f=14
 word=invoked,f=14
 word=ironic,f=14
 word=judiciary,f=14
 word=kilometre,f=14
 word=kinda,f=14
 word=lagoon,f=14
 word=landowner,f=14
 word=las,f=14
 word=lays,f=14
 word=lean,f=14
 word=leftist,f=14
 word=librarian,f=14
 word=lips,f=14
 word=liturgy,f=14
 word=magician,f=14
 word=manifestation,f=14
 word=maple,f=14
 word=mastered,f=14
 word=mechanic,f=14
 word=medalist,f=14
 word=mess,f=14
 word=militants,f=14
 word=mint,f=14
 word=modelling,f=14
 word=modernist,f=14
 word=monarchs,f=14
 word=monsoon,f=14
 word=motions,f=14
 word=mounds,f=14
 word=mourning,f=14
 word=multinational,f=14
 word=multitude,f=14
 word=munitions,f=14
 word=narrower,f=14
 word=navigable,f=14
 word=neighbour,f=14
 word=nerves,f=14
 word=nomenclature,f=14
 word=obey,f=14
 word=obligatory,f=14
 word=octave,f=14
 word=onboard,f=14
 word=operatic,f=14
 word=optic,f=14
 word=optics,f=14
 word=ordinance,f=14
 word=organise,f=14
 word=organizes,f=14
 word=outgoing,f=14
 word=overseen,f=14
 word=overwhelmingly,f=14
 word=pact,f=14
 word=pads,f=14
 word=palaces,f=14
 word=pardon,f=14
 word=parental,f=14
 word=paste,f=14
 word=pennant,f=14
 word=perished,f=14
 word=permitting,f=14
 word=pharmacy,f=14
 word=physiology,f=14
 word=pinned,f=14
 word=pistols,f=14
 word=pixel,f=14
 word=plaster,f=14
 word=playback,f=14
 word=policeman,f=14
 word=porch,f=14
 word=pornographic,f=14
 word=poses,f=14
 word=positioning,f=14
 word=prairie,f=14
 word=praising,f=14
 word=precedence,f=14
 word=preface,f=14
 word=presenters,f=14
 word=princely,f=14
 word=printers,f=14
 word=privileged,f=14
 word=probation,f=14
 word=program's,f=14
 word=prohibit,f=14
 word=pronouns,f=14
 word=proposing,f=14
 word=prosecutors,f=14
 word=prostitutes,f=14
 word=pulmonary,f=14
 word=quantitative,f=14
 word=rabbits,f=14
 word=rack,f=14
 word=raiding,f=14
 word=rallies,f=14
 word=ramps,f=14
 word=rebelled,f=14
 word=recipes,f=14
 word=reclaimed,f=14
 word=recounted,f=14
 word=redesign,f=14
 word=reel,f=14
 word=ref,f=14
 word=reflective,f=14
 word=refurbishment,f=14
 word=registry,f=14
 word=regulating,f=14
 word=rejecting,f=14
 word=renal,f=14
 word=renaming,f=14
 word=repeal,f=14
 word=residues,f=14
 word=resurgence,f=14
 word=revered,f=14
 word=revoked,f=14
 word=revolutionaries,f=14
 word=rewards,f=14
 word=rhyme,f=14
 word=ribs,f=14
 word=ridden,f=14
 word=rift,f=14
 word=rite,f=14
 word=robotic,f=14
 word=ropes,f=14
 word=rotary,f=14
 word=rotate,f=14
 word=routines,f=14
 word=rushes,f=14
 word=sacrificed,f=14
 word=sails,f=14
 word=salesman,f=14
 word=satisfactory,f=14
 word=scanning,f=14
 word=scouts,f=14
 word=seaside,f=14
 word=secession,f=14
 word=semifinal,f=14
 word=sermons,f=14
 word=shafts,f=14
 word=shaping,f=14
 word=shattered,f=14
 word=sheltered,f=14
 word=shootout,f=14
 word=shortages,f=14
 word=shower,f=14
 word=shrimp,f=14
 word=shrines,f=14
 word=signalling,f=14
 word=simulate,f=14
 word=sinister,f=14
 word=sizable,f=14
 word=skater,f=14
 word=solicitor,f=14
 word=solidarity,f=14
 word=spa,f=14
 word=sparse,f=14
 word=specifies,f=14
 word=spices,f=14
 word=spies,f=14
 word=spirituality,f=14
 word=spouse,f=14
 word=spurred,f=14
 word=squads,f=14
 word=stainless,f=14
 word=stall,f=14
 word=stalled,f=14
 word=stimulate,f=14
 word=strand,f=14
 word=streetcar,f=14
 word=stunning,f=14
 word=stylized,f=14
 word=succeeds,f=14
 word=successively,f=14
 word=suites,f=14
 word=summarized,f=14
 word=sunset,f=14
 word=supermarkets,f=14
 word=surfing,f=14
 word=surnames,f=14
 word=sustainability,f=14
 word=swap,f=14
 word=symbolism,f=14
 word=symphonic,f=14
 word=synonym,f=14
 word=systematically,f=14
 word=tablet,f=14
 word=tags,f=14
 word=tally,f=14
 word=tandem,f=14
 word=technicians,f=14
 word=terminating,f=14
 word=theorists,f=14
 word=thereof,f=14
 word=thinkers,f=14
 word=topography,f=14
 word=topping,f=14
 word=trailers,f=14
 word=treasury,f=14
 word=trenches,f=14
 word=trousers,f=14
 word=tsunami,f=14
 word=turbulent,f=14
 word=unacceptable,f=14
 word=uncredited,f=14
 word=underside,f=14
 word=undoubtedly,f=14
 word=unwanted,f=14
 word=urgent,f=14
 word=vampires,f=14
 word=vanished,f=14
 word=vassal,f=14
 word=vastly,f=14
 word=verify,f=14
 word=vibration,f=14
 word=vicious,f=14
 word=village's,f=14
 word=vine,f=14
 word=virgin,f=14
 word=virtues,f=14
 word=vivid,f=14
 word=volcanoes,f=14
 word=vowed,f=14
 word=voyages,f=14
 word=wandering,f=14
 word=waterways,f=14
 word=weakening,f=14
 word=weddings,f=14
 word=westbound,f=14
 word=worms,f=14
 word=wrestled,f=14
 word=yeast,f=14
 word=Abdul,f=14
 word=Aberdeen,f=14
 word=Adolf,f=14
 word=Adrian,f=14
 word=Annie,f=14
 word=Armenia,f=14
 word=Augustus,f=14
 word=Barnes,f=14
 word=Bass,f=14
 word=Bedford,f=14
 word=Belgrade,f=14
 word=Brad,f=14
 word=Burke,f=14
 word=Caesar,f=14
 word=Carlo,f=14
 word=Carroll,f=14
 word=Churches,f=14
 word=Clay,f=14
 word=Cohen,f=14
 word=Cornell,f=14
 word=Cumberland,f=14
 word=Darwin,f=14
 word=Dawn,f=14
 word=Devon,f=14
 word=Dorothy,f=14
 word=Ellen,f=14
 word=Emily,f=14
 word=Episcopal,f=14
 word=Erie,f=14
 word=Euro,f=14
 word=FDP,f=14
 word=Fiji,f=14
 word=Gerald,f=14
 word=Germanic,f=14
 word=Glass,f=14
 word=Google,f=14
 word=Holocaust,f=14
 word=Honda,f=14
 word=Hood,f=14
 word=IDF,f=14
 word=Jackie,f=14
 word=Jake,f=14
 word=Joel,f=14
 word=KGB,f=14
 word=Karen,f=14
 word=Krishna,f=14
 word=Logan,f=14
 word=Luther,f=14
 word=Luxembourg,f=14
 word=Lynn,f=14
 word=Lyon,f=14
 word=MCC,f=14
 word=Macedonia,f=14
 word=Malay,f=14
 word=Martha,f=14
 word=Michel,f=14
 word=Nazis,f=14
 word=Newman,f=14
 word=Northeast,f=14
 word=Norwich,f=14
 word=Omaha,f=14
 word=PR,f=14
 word=PT,f=14
 word=Potter,f=14
 word=RAAF,f=14
 word=Randy,f=14
 word=Reid,f=14
 word=Robertson,f=14
 word=Rush,f=14
 word=Russians,f=14
 word=SF,f=14
 word=SG,f=14
 word=Sacramento,f=14
 word=Salvador,f=14
 word=Sandy,f=14
 word=Sherman,f=14
 word=Slavic,f=14
 word=Slovakia,f=14
 word=Stan,f=14
 word=Superior,f=14
 word=Toyota,f=14
 word=Treasury,f=14
 word=Trent,f=14
 word=Tuesday,f=14
 word=UV,f=14
 word=Vale,f=14
 word=Vatican,f=14
 word=Venus,f=14
 word=Wyoming,f=14
 word=Yuan,f=14
 word=abducted,f=14
 word=absorbing,f=14
 word=acetate,f=14
 word=acidic,f=14
 word=adaptive,f=14
 word=adequately,f=14
 word=admitting,f=14
 word=adorned,f=14
 word=afforded,f=14
 word=aiding,f=14
 word=airfields,f=14
 word=alleviate,f=14
 word=alley,f=14
 word=ample,f=14
 word=analyzing,f=14
 word=answering,f=14
 word=antennas,f=14
 word=anybody,f=14
 word=artifact,f=14
 word=artist's,f=14
 word=ascending,f=14
 word=assign,f=14
 word=astronauts,f=14
 word=astronomers,f=14
 word=atrocities,f=14
 word=attacker,f=14
 word=attendees,f=14
 word=authoritarian,f=14
 word=authoritative,f=14
 word=authorization,f=14
 word=authorship,f=14
 word=avoids,f=14
 word=awkward,f=14
 word=badminton,f=14
 word=balloons,f=14
 word=banished,f=14
 word=bargaining,f=14
 word=barony,f=14
 word=barrister,f=14
 word=basins,f=14
 word=bathing,f=14
 word=batsmen,f=14
 word=batter,f=14
 word=beak,f=14
 word=beard,f=14
 word=bedrooms,f=14
 word=bisexual,f=14
 word=bodily,f=14
 word=bodyguard,f=14
 word=boilers,f=14
 word=bosses,f=14
 word=bouts,f=14
 word=brackets,f=14
 word=brewing,f=14
 word=bucket,f=14
 word=bugs,f=14
 word=bytes,f=14
 word=cabins,f=14
 word=canoe,f=14
 word=carbonate,f=14
 word=carriageway,f=14
 word=catastrophic,f=14
 word=catchment,f=14
 word=caucus,f=14
 word=centrally,f=14
 word=chalk,f=14
 word=chancel,f=14
 word=characterization,f=14
 word=charismatic,f=14
 word=cheating,f=14
 word=choreographer,f=14
 word=chronology,f=14
 word=churchyard,f=14
 word=cinemas,f=14
 word=clarity,f=14
 word=clauses,f=14
 word=claws,f=14
 word=cleaned,f=14
 word=clue,f=14
 word=coarse,f=14
 word=commonplace,f=14
 word=competence,f=14
 word=conditioned,f=14
 word=configured,f=14
 word=confirming,f=14
 word=connectivity,f=14
 word=constraint,f=14
 word=convertible,f=14
 word=conveyed,f=14
 word=convict,f=14
 word=corrosion,f=14
 word=crafted,f=14
 word=crane,f=14
 word=credible,f=14
 word=creditors,f=14
 word=cruelty,f=14
 word=cumulative,f=14
 word=cyclones,f=14
 word=dash,f=14
 word=deception,f=14
 word=deportation,f=14
 word=derby,f=14
 word=derivation,f=14
 word=despair,f=14
 word=desperately,f=14
 word=detectors,f=14
 word=devout,f=14
 word=diagrams,f=14
 word=dioceses,f=14
 word=directs,f=14
 word=disclosure,f=14
 word=dismiss,f=14
 word=disposition,f=14
 word=disrupt,f=14
 word=dissent,f=14
 word=dissipated,f=14
 word=dissolve,f=14
 word=distinguishes,f=14
 word=distributors,f=14
 word=disturbances,f=14
 word=disturbing,f=14
 word=diversified,f=14
 word=diversion,f=14
 word=dominates,f=14
 word=donate,f=14
 word=dormant,f=14
 word=dormitory,f=14
 word=dots,f=14
 word=drowning,f=14
 word=drunken,f=14
 word=dubious,f=14
 word=dumped,f=14
 word=duplicate,f=14
 word=dynasties,f=14
 word=echo,f=14
 word=electors,f=14
 word=emphasizing,f=14
 word=encompass,f=14
 word=encompassed,f=14
 word=endless,f=14
 word=engages,f=14
 word=engraving,f=14
 word=enriched,f=14
 word=entrepreneurs,f=14
 word=environmentally,f=14
 word=erroneously,f=14
 word=eruptions,f=14
 word=escorting,f=14
 word=evacuate,f=14
 word=evergreen,f=14
 word=evidently,f=14
 word=excuse,f=14
 word=exemplified,f=14
 word=existent,f=14
 word=expands,f=14
 word=expenditures,f=14
 word=experimenting,f=14
 word=exponential,f=14
 word=exposition,f=14
 word=fabricated,f=14
 word=fated,f=14
 word=firearm,f=14
 word=fishes,f=14
 word=flavors,f=14
 word=flaws,f=14
 word=foliage,f=14
 word=fortification,f=14
 word=frequented,f=14
 word=frigates,f=14
 word=fronted,f=14
 word=fulfilling,f=14
 word=gag,f=14
 word=garment,f=14
 word=gears,f=14
 word=glider,f=14
 word=gorge,f=14
 word=grab,f=14
 word=graffiti,f=14
 word=grasses,f=14
 word=grassroots,f=14
 word=graveyard,f=14
 word=grenades,f=14
 word=grille,f=14
 word=guerrillas,f=14
 word=guitarists,f=14
 word=gunpowder,f=14
 word=halves,f=14
 word=handball,f=14
 word=hangar,f=14
 word=hangs,f=14
 word=harness,f=14
 word=hasn't,f=14
 word=hectare,f=14
 word=hierarchical,f=14
 word=hind,f=14
 word=hinted,f=14
 word=hints,f=14
 word=honorable,f=14
 word=horsepower,f=14
 word=humanoid,f=14
 word=hungry,f=14
 word=ignorance,f=14
 word=immortal,f=14
 word=impoverished,f=14
 word=improves,f=14
 word=impulse,f=14
 word=indications,f=14
 word=indicative,f=14
 word=indictment,f=14
 word=industrialist,f=14
 word=informing,f=14
 word=inherently,f=14
 word=inherit,f=14
 word=injunction,f=14
 word=injuring,f=14
 word=insertion,f=14
 word=insights,f=14
 word=insurgency,f=14
 word=integrating,f=14
 word=intend,f=14
 word=interchanges,f=14
 word=intersecting,f=14
 word=intro,f=14
 word=invertebrates,f=14
 word=inviting,f=14
 word=jealousy,f=14
 word=keel,f=14
 word=laborers,f=14
 word=landlord,f=14
 word=lasers,f=14
 word=lavish,f=14
 word=learnt,f=14
 word=legged,f=14
 word=lend,f=14
 word=lesions,f=14
 word=libel,f=14
 word=lieu,f=14
 word=listened,f=14
 word=literate,f=14
 word=lithium,f=14
 word=litter,f=14
 word=lizard,f=14
 word=locker,f=14
 word=lonely,f=14
 word=luxurious,f=14
 word=lyricist,f=14
 word=magnesium,f=14
 word=maize,f=14
 word=managerial,f=14
 word=manifesto,f=14
 word=masonry,f=14
 word=maximize,f=14
 word=medial,f=14
 word=medley,f=14
 word=melt,f=14
 word=mercenary,f=14
 word=merits,f=14
 word=mesh,f=14
 word=mighty,f=14
 word=miracle,f=14
 word=murdering,f=14
 word=mutants,f=14
 word=mutiny,f=14
 word=nets,f=14
 word=nocturnal,f=14
 word=noir,f=14
 word=nominate,f=14
 word=observes,f=14
 word=obsession,f=14
 word=occupations,f=14
 word=onstage,f=14
 word=opium,f=14
 word=opt,f=14
 word=optimization,f=14
 word=orchestrated,f=14
 word=organising,f=14
 word=orthogonal,f=14
 word=ourselves,f=14
 word=outdoors,f=14
 word=outnumbered,f=14
 word=outpost,f=14
 word=outputs,f=14
 word=outset,f=14
 word=owes,f=14
 word=packing,f=14
 word=pairing,f=14
 word=parades,f=14
 word=perceive,f=14
 word=perfection,f=14
 word=phosphorus,f=14
 word=pie,f=14
 word=piers,f=14
 word=pizza,f=14
 word=plotting,f=14
 word=podcast,f=14
 word=policemen,f=14
 word=policing,f=14
 word=pollen,f=14
 word=poly,f=14
 word=porcelain,f=14
 word=presses,f=14
 word=preview,f=14
 word=prized,f=14
 word=professions,f=14
 word=programmers,f=14
 word=projectile,f=14
 word=projections,f=14
 word=projective,f=14
 word=proto,f=14
 word=punish,f=14
 word=purported,f=14
 word=pushes,f=14
 word=qualifier,f=14
 word=quartz,f=14
 word=quiz,f=14
 word=rainforest,f=14
 word=rallied,f=14
 word=ransom,f=14
 word=readiness,f=14
 word=rebellious,f=14
 word=recycled,f=14
 word=reductions,f=14
 word=reefs,f=14
 word=refinery,f=14
 word=refit,f=14
 word=refrain,f=14
 word=regimes,f=14
 word=reinforcement,f=14
 word=rejoin,f=14
 word=remark,f=14
 word=repetition,f=14
 word=replication,f=14
 word=reproduced,f=14
 word=republics,f=14
 word=rescues,f=14
 word=researching,f=14
 word=resentment,f=14
 word=residual,f=14
 word=residue,f=14
 word=resin,f=14
 word=restrictive,f=14
 word=resultant,f=14
 word=retrieved,f=14
 word=robin,f=14
 word=roundabout,f=14
 word=ruthless,f=14
 word=sanitation,f=14
 word=satisfying,f=14
 word=saxophonist,f=14
 word=sealing,f=14
 word=seasonally,f=14
 word=secrecy,f=14
 word=segregated,f=14
 word=sensing,f=14
 word=sermon,f=14
 word=serum,f=14
 word=shakedown,f=14
 word=shame,f=14
 word=shipbuilding,f=14
 word=shipment,f=14
 word=shortstop,f=14
 word=showcased,f=14
 word=shrub,f=14
 word=skate,f=14
 word=skeletal,f=14
 word=skeptical,f=14
 word=skirt,f=14
 word=slaughter,f=14
 word=slept,f=14
 word=sniper,f=14
 word=somebody,f=14
 word=songwriters,f=14
 word=sorted,f=14
 word=spaced,f=14
 word=sparsely,f=14
 word=speculative,f=14
 word=stadiums,f=14
 word=stalls,f=14
 word=starvation,f=14
 word=staunch,f=14
 word=stimulated,f=14
 word=storing,f=14
 word=stranger,f=14
 word=strategically,f=14
 word=student's,f=14
 word=stylistic,f=14
 word=sue,f=14
 word=sulfate,f=14
 word=superficial,f=14
 word=superiors,f=14
 word=supplements,f=14
 word=surveyor,f=14
 word=sustaining,f=14
 word=swimmer,f=14
 word=system's,f=14
 word=taxonomy,f=14
 word=techno,f=14
 word=telescopes,f=14
 word=temper,f=14
 word=template,f=14
 word=terminates,f=14
 word=tipped,f=14
 word=tolerant,f=14
 word=tornadoes,f=14
 word=toss,f=14
 word=totaled,f=14
 word=trajectory,f=14
 word=transitions,f=14
 word=translating,f=14
 word=transparency,f=14
 word=treasures,f=14
 word=trolley,f=14
 word=trophies,f=14
 word=truncated,f=14
 word=turbo,f=14
 word=typhoon,f=14
 word=unconventional,f=14
 word=uneven,f=14
 word=unidentified,f=14
 word=uninhabited,f=14
 word=unopposed,f=14
 word=unsuitable,f=14
 word=upgrading,f=14
 word=upscale,f=14
 word=upside,f=14
 word=vascular,f=14
 word=vegetarian,f=14
 word=violate,f=14
 word=violently,f=14
 word=wavelengths,f=14
 word=weaknesses,f=14
 word=wedge,f=14
 word=welding,f=14
 word=wheeled,f=14
 word=whereabouts,f=14
 word=whereupon,f=14
 word=widening,f=14
 word=wizard,f=14
 word=woodlands,f=14
 word=worm,f=14
 word=wrecked,f=14
 word=yielding,f=14
 word=yoga,f=14
 word=Acts,f=14
 word=Afghan,f=14
 word=Albanian,f=14
 word=Amazon,f=14
 word=Arabs,f=14
 word=BASIC,f=14
 word=BMG,f=14
 word=BTW,f=14
 word=CTV,f=14
 word=Cairo,f=14
 word=Carey,f=14
 word=Cherokee,f=14
 word=Claire,f=14
 word=Crawford,f=14
 word=Czechoslovakia,f=14
 word=David,f=14
 word=Derek,f=14
 word=Divine,f=14
 word=Editor,f=14
 word=Edwin,f=14
 word=Elliott,f=14
 word=Elvis,f=14
 word=Felix,f=14
 word=Fields,f=14
 word=Forbes,f=14
 word=GmbH,f=14
 word=Hardy,f=14
 word=Hastings,f=14
 word=Heath,f=14
 word=IOC,f=14
 word=Istanbul,f=14
 word=Jeremy,f=14
