dictionary=main:en,locale=en,description=English,date=1414726273,version=54
 word=the,f=111
 word=spur,f=15
 word=squares,f=15
 word=stack,f=15
 word=staging,f=15
 word=stained,f=15
 word=staircase,f=15
 word=stairs,f=15
 word=standardized,f=15
 word=standings,f=15
 word=staple,f=15
 word=statesman,f=15
 word=statewide,f=15
 word=stationary,f=15
 word=statutory,f=15
 word=stays,f=15
 word=stealing,f=15
 word=steals,f=15
 word=steamed,f=15
 word=stereo,f=15
 word=stern,f=15
 word=sticks,f=15
 word=stiff,f=15
 word=stocks,f=15
 word=stole,f=15
 word=straightforward,f=15
 word=strains,f=15
 word=stranded,f=15
 word=strengthening,f=15
 word=stressed,f=15
 word=stretched,f=15
 word=stretches,f=15
 word=stretching,f=15
 word=stricken,f=15
 word=strip,f=15
 word=stripe,f=15
 word=stronghold,f=15
 word=structured,f=15
 word=stuff,f=15
 word=stunt,f=15
 word=styling,f=15
 word=subdivision,f=15
 word=subdivisions,f=15
 word=subgroup,f=15
 word=subjective,f=15
 word=submerged,f=15
 word=submission,f=15
 word=subordinate,f=15
 word=subscribers,f=15
 word=subscription,f=15
 word=subset,f=15
 word=subsidiaries,f=15
 word=substituted,f=15
 word=substitution,f=15
 word=substrate,f=15
 word=substrates,f=15
 word=subtle,f=15
 word=successors,f=15
 word=suffers,f=15
 word=suffrage,f=15
 word=suggestions,f=15
 word=sulfur,f=15
 word=summers,f=15
 word=sums,f=15
 word=sunlight,f=15
 word=superhero,f=15
 word=superintendent,f=15
 word=superiority,f=15
 word=supermarket,f=15
 word=supernatural,f=15
 word=superseded,f=15
 word=supervised,f=15
 word=supervisor,f=15
 word=supplemented,f=15
 word=supplier,f=15
 word=supplying,f=15
 word=supportive,f=15
 word=suppress,f=15
 word=suppressed,f=15
 word=suppression,f=15
 word=surfaced,f=15
 word=surge,f=15
 word=surpassed,f=15
 word=surplus,f=15
 word=surprising,f=15
 word=surprisingly,f=15
 word=surround,f=15
 word=surroundings,f=15
 word=surveyed,f=15
 word=surveys,f=15
 word=survivor,f=15
 word=susceptible,f=15
 word=suspects,f=15
 word=suspicion,f=15
 word=suspicious,f=15
 word=sustain,f=15
 word=swamp,f=15
 word=swamps,f=15
 word=sweep,f=15
 word=sweeping,f=15
 word=switches,f=15
 word=swords,f=15
 word=symmetric,f=15
 word=symmetry,f=15
 word=sympathetic,f=15
 word=sympathy,f=15
 word=symphony,f=15
 word=synagogue,f=15
 word=synonymous,f=15
 word=syntax,f=15
 word=tablets,f=15
 word=tactic,f=15
 word=tailed,f=15
 word=tails,f=15
 word=takeover,f=15
 word=talked,f=15
 word=tap,f=15
 word=tapes,f=15
 word=targeting,f=15
 word=tasked,f=15
 word=taxation,f=15
 word=taxi,f=15
 word=teammates,f=15
 word=tear,f=15
 word=tears,f=15
 word=tech,f=15
 word=teen,f=15
 word=teens,f=15
 word=telecommunications,f=15
 word=telegraph,f=15
 word=telescope,f=15
 word=temperate,f=15
 word=tempo,f=15
 word=temporal,f=15
 word=tenant,f=15
 word=tenants,f=15
 word=tendencies,f=15
 word=tenor,f=15
 word=tens,f=15
 word=tense,f=15
 word=tensor,f=15
 word=tent,f=15
 word=terminals,f=15
 word=terminate,f=15
 word=termination,f=15
 word=terminology,f=15
 word=terrible,f=15
 word=terror,f=15
 word=terrorists,f=15
 word=testified,f=15
 word=textbooks,f=15
 word=texture,f=15
 word=that'd,f=15
 word=theft,f=15
 word=theologian,f=15
 word=therapeutic,f=15
 word=there's,f=15
 word=they'd,f=15
 word=they're,f=15
 word=thickness,f=15
 word=thine,f=15
 word=thirteenth,f=15
 word=thorough,f=15
 word=thoroughly,f=15
 word=thread,f=15
 word=threaten,f=15
 word=threatens,f=15
 word=threshold,f=15
 word=thriller,f=15
 word=thriving,f=15
 word=thumb,f=15
 word=tidal,f=15
 word=tiger,f=15
 word=tightly,f=15
 word=tiles,f=15
 word=timeline,f=15
 word=tin,f=15
 word=tips,f=15
 word=tired,f=15
 word=tires,f=15
 word=tissues,f=15
 word=titular,f=15
 word=toes,f=15
 word=toilet,f=15
 word=tolerance,f=15
 word=tombs,f=15
 word=tones,f=15
 word=tooth,f=15
 word=topology,f=15
 word=tornado,f=15
 word=torpedoes,f=15
 word=torque,f=15
 word=tortured,f=15
 word=totals,f=15
 word=touched,f=15
 word=touches,f=15
 word=touching,f=15
 word=towed,f=15
 word=tracked,f=15
 word=traction,f=15
 word=trades,f=15
 word=trafficking,f=15
 word=tragic,f=15
 word=trailing,f=15
 word=trait,f=15
 word=trams,f=15
 word=trans,f=15
 word=transcription,f=15
 word=transferring,f=15
 word=transfers,f=15
 word=transforming,f=15
 word=translate,f=15
 word=translates,f=15
 word=transmissions,f=15
 word=transmit,f=15
 word=transparent,f=15
 word=transporting,f=15
 word=transports,f=15
 word=traps,f=15
 word=trauma,f=15
 word=travelers,f=15
 word=treason,f=15
 word=treasurer,f=15
 word=treaties,f=15
 word=treating,f=15
 word=treatise,f=15
 word=tremendous,f=15
 word=triangular,f=15
 word=tributaries,f=15
 word=tricks,f=15
 word=triggered,f=15
 word=triumph,f=15
 word=troubled,f=15
 word=troubles,f=15
 word=troupe,f=15
 word=trout,f=15
 word=trumpet,f=15
 word=trusted,f=15
 word=trustee,f=15
 word=tuberculosis,f=15
 word=tuition,f=15
 word=tumor,f=15
 word=tuned,f=15
 word=tunes,f=15
 word=tuning,f=15
 word=turbine,f=15
 word=turbines,f=15
 word=turf,f=15
 word=turnout,f=15
 word=turret,f=15
 word=turrets,f=15
 word=turtle,f=15
 word=tutor,f=15
 word=twelfth,f=15
 word=twins,f=15
 word=twist,f=15
 word=tying,f=15
 word=ultra,f=15
 word=umbrella,f=15
 word=unanimous,f=15
 word=unanimously,f=15
 word=unavailable,f=15
 word=uncertainty,f=15
 word=unchanged,f=15
 word=uncovered,f=15
 word=undefeated,f=15
 word=undergone,f=15
 word=undertake,f=15
 word=undertaking,f=15
 word=unexpectedly,f=15
 word=unfinished,f=15
 word=unfortunately,f=15
 word=unhappy,f=15
 word=unification,f=15
 word=uniquely,f=15
 word=unitary,f=15
 word=unite,f=15
 word=universally,f=15
 word=university's,f=15
 word=unlimited,f=15
 word=unmarried,f=15
 word=unnamed,f=15
 word=unnecessary,f=15
 word=unpopular,f=15
 word=unprecedented,f=15
 word=unreleased,f=15
 word=unrest,f=15
 word=unstable,f=15
 word=unused,f=15
 word=unusually,f=15
 word=unwilling,f=15
 word=updates,f=15
 word=upgrades,f=15
 word=upheld,f=15
 word=upright,f=15
 word=upstream,f=15
 word=upward,f=15
 word=upwards,f=15
 word=urging,f=15
 word=urine,f=15
 word=utilities,f=15
 word=utilize,f=15
 word=utilizing,f=15
 word=vacated,f=15
 word=vacation,f=15
 word=vaccine,f=15
 word=validity,f=15
 word=valves,f=15
 word=vampire,f=15
 word=vapor,f=15
 word=variously,f=15
 word=varsity,f=15
 word=vault,f=15
 word=vectors,f=15
 word=vegetable,f=15
 word=vein,f=15
 word=vendors,f=15
 word=ventures,f=15
 word=verbal,f=15
 word=verbs,f=15
 word=verdict,f=15
 word=verified,f=15
 word=versa,f=15
 word=vertex,f=15
 word=vertically,f=15
 word=vertices,f=15
 word=viable,f=15
 word=viewer,f=15
 word=villa,f=15
 word=villains,f=15
 word=vintage,f=15
 word=violated,f=15
 word=violations,f=15
 word=violinist,f=15
 word=viral,f=15
 word=viruses,f=15
 word=visa,f=15
 word=visibility,f=15
 word=visions,f=15
 word=visually,f=15
 word=vitamin,f=15
 word=vocabulary,f=15
 word=vocational,f=15
 word=void,f=15
 word=volcano,f=15
 word=voluntarily,f=15
 word=volunteered,f=15
 word=voter,f=15
 word=vows,f=15
 word=wagons,f=15
 word=waited,f=15
 word=walled,f=15
 word=warehouse,f=15
 word=warming,f=15
 word=warn,f=15
 word=warnings,f=15
 word=warns,f=15
 word=warrant,f=15
 word=warship,f=15
 word=warships,f=15
 word=washed,f=15
 word=washing,f=15
 word=watches,f=15
 word=waterfront,f=15
 word=watts,f=15
 word=wavelength,f=15
 word=wax,f=15
 word=we're,f=15
 word=weaker,f=15
 word=weakness,f=15
 word=weekday,f=15
 word=weekdays,f=15
 word=weekends,f=15
 word=weigh,f=15
 word=weighed,f=15
 word=weighing,f=15
 word=weighs,f=15
 word=weights,f=15
 word=wells,f=15
 word=weren't,f=15
 word=westward,f=15
 word=wetlands,f=15
 word=whale,f=15
 word=whales,f=15
 word=wheelchair,f=15
 word=wherein,f=15
 word=wherever,f=15
 word=whites,f=15
 word=wife's,f=15
 word=wilderness,f=15
 word=winding,f=15
 word=winged,f=15
 word=winger,f=15
 word=winters,f=15
 word=wires,f=15
 word=wisdom,f=15
 word=wise,f=15
 word=wishing,f=15
 word=witch,f=15
 word=withstand,f=15
 word=wolf,f=15
 word=woman's,f=15
 word=wonderful,f=15
 word=wooded,f=15
 word=wool,f=15
 word=workforce,f=15
 word=worried,f=15
 word=worry,f=15
 word=worthy,f=15
 word=wouldn't,f=15
 word=wrapped,f=15
 word=wreck,f=15
 word=wrestlers,f=15
 word=wrist,f=15
 word=yacht,f=15
 word=yielded,f=15
 word=yields,f=15
 word=zinc,f=15
 word=zoo,f=15
 word=AFT,f=15
 word=Abraham,f=15
 word=Admiral,f=15
 word=Alaska,f=15
 word=Anglican,f=15
 word=Argentine,f=15
 word=Arkansas,f=15
 word=Armenian,f=15
 word=BBQ,f=15
 word=Bangladesh,f=15
 word=Baptist,f=15
 word=Beatles,f=15
 word=Beijing,f=15
 word=Belgian,f=15
 word=Buddhism,f=15
 word=Bulgaria,f=15
 word=Bulgarian,f=15
 word=Byzantine,f=15
 word=CNN,f=15
 word=CPU,f=15
 word=Calgary,f=15
 word=Capitol,f=15
 word=Catholics,f=15
 word=Celtic,f=15
 word=Chaos,f=15
 word=Chile,f=15
 word=Cincinnati,f=15
 word=Classics,f=15
 word=Colombia,f=15
 word=Columbus,f=15
 word=Continental,f=15
 word=Costa,f=15
 word=Croatia,f=15
 word=Croatian,f=15
 word=Cuba,f=15
 word=Cuban,f=15
 word=DOT,f=15
 word=DVDs,f=15
 word=Dakota,f=15
 word=Deaf,f=15
 word=Delaware,f=15
 word=Delhi,f=15
 word=Democrat,f=15
 word=Democrats,f=15
 word=Denver,f=15
 word=Disciple,f=15
 word=E-mail,f=15
 word=Eve,f=15
 word=Fourth,f=15
 word=GB,f=15
 word=GPS,f=15
 word=Geometric,f=15
 word=Georgian,f=15
 word=Gothic,f=15
 word=Grammy,f=15
 word=Guinea,f=15
 word=HBO,f=15
 word=HP,f=15
 word=HQ,f=15
 word=Hitler,f=15
 word=ID,f=15
 word=Indianapolis,f=15
 word=Indies,f=15
 word=Indonesia,f=15
 word=Iranian,f=15
 word=Iraqi,f=15
 word=Jacob,f=15
 word=Jefferson,f=15
 word=Lanka,f=15
 word=Lebanon,f=15
 word=Linux,f=15
 word=Lithuanian,f=15
 word=Lt,f=15
 word=Luke,f=15
 word=MacArthur,f=15
 word=MacDonald,f=15
 word=Madison,f=15
 word=Maine,f=15
 word=Manhattan,f=15
 word=Manitoba,f=15
 word=Mars,f=15
 word=Mason,f=15
 word=Matthew,f=15
 word=McCain,f=15
 word=McCarthy,f=15
 word=McCartney,f=15
 word=McCoy,f=15
 word=McDonald,f=15
 word=McMahon,f=15
 word=Mercury,f=15
 word=Methodist,f=15
 word=Milwaukee,f=15
 word=Monopoly,f=15
 word=Montana,f=15
 word=Montgomery,f=15
 word=Moses,f=15
 word=Muhammad,f=15
 word=Nashville,f=15
 word=Nebraska,f=15
 word=Nevada,f=15
 word=Newcastle,f=15
 word=Nintendo,f=15
 word=Nobel,f=15
 word=Northwest,f=15
 word=Oscar,f=15
 word=PM,f=15
 word=Palestine,f=15
 word=Palestinian,f=15
 word=Panama,f=15
 word=Penn,f=15
 word=Perth,f=15
 word=Peru,f=15
 word=Philippine,f=15
 word=Phoenix,f=15
 word=Pigs,f=15
 word=Prague,f=15
 word=Protestant,f=15
 word=Prussian,f=15
 word=Queens,f=15
 word=RAM,f=15
 word=Renaissance,f=15
 word=Representative,f=15
 word=Rev,f=15
 word=Rhode,f=15
 word=Robin,f=15
 word=Romania,f=15
 word=Saskatchewan,f=15
 word=Saudi,f=15
 word=Saxon,f=15
 word=Scotia,f=15
 word=Senator,f=15
 word=Serbia,f=15
 word=Serbian,f=15
 word=Shanghai,f=15
 word=Sierra,f=15
 word=Southeast,f=15
 word=Springfield,f=15
 word=Susan,f=15
 word=Syria,f=15
 word=Thai,f=15
 word=Thailand,f=15
 word=USAF,f=15
 word=USB,f=15
 word=UTC,f=15
 word=Ukraine,f=15
 word=Ukrainian,f=15
 word=Venezuela,f=15
 word=Vermont,f=15
 word=Vietnamese,f=15
 word=Vincent,f=15
 word=Westminster,f=15
 word=XML,f=15
 word=Yankees,f=15
 word=YouTube,f=15
 word=Yugoslavia,f=15
 word=cum,f=15
 word=hell,f=15
 word=Bangladesh,f=15
 word=Bulgaria,f=15
 word=Chile,f=15
 word=Colombia,f=15
 word=Costa,f=15
 word=Croatia,f=15
 word=Cuba,f=15
 word=Guinea,f=15
 word=Indonesia,f=15
 word=Lanka,f=15
 word=Lebanon,f=15
 word=Panama,f=15
 word=Peru,f=15
 word=Romania,f=15
 word=Saudi,f=15
 word=Serbia,f=15
 word=Sierra,f=15
 word=Syria,f=15
 word=Thailand,f=15
 word=Ukraine,f=15
 word=Venezuela,f=15
 word=Vincent,f=15
 word=abandoning,f=14
 word=abandonment,f=14
 word=abdomen,f=14
 word=abdominal,f=14
 word=abducted,f=14
 word=abnormal,f=14
 word=abolish,f=14
 word=aboriginal,f=14
 word=abrupt,f=14
 word=absorbing,f=14
 word=abstraction,f=14
 word=absurd,f=14
 word=abuses,f=14
 word=abusive,f=14
 word=academia,f=14
 word=academically,f=14
 word=academies,f=14
 word=accelerate,f=14
 word=accents,f=14
 word=accessibility,f=14
 word=accessory,f=14
 word=accolades,f=14
 word=accompanies,f=14
 word=accompaniment,f=14
 word=accomplishment,f=14
 word=accord,f=14
 word=accorded,f=14
 word=accordion,f=14
 word=accountability,f=14
 word=accountant,f=14
 word=accumulate,f=14
 word=accusation,f=14
 word=accuses,f=14
 word=accusing,f=14
 word=ace,f=14
 word=acetate,f=14
 word=acidic,f=14
 word=acknowledges,f=14
 word=acquaintance,f=14
 word=acquainted,f=14
 word=acquisitions,f=14
 word=activate,f=14
 word=actresses,f=14
 word=adapting,f=14
 word=adaptive,f=14
 word=additive,f=14
 word=adequately,f=14
 word=adhere,f=14
 word=adherence,f=14
 word=adherents,f=14
 word=adjective,f=14
 word=adjustable,f=14
 word=adjusting,f=14
 word=adjustment,f=14
 word=adjustments,f=14
 word=administer,f=14
 word=administering,f=14
 word=administers,f=14
 word=administrations,f=14
 word=administratively,f=14
 word=admiration,f=14
 word=admissions,f=14
 word=admitting,f=14
 word=adolescent,f=14
 word=adoptive,f=14
 word=adorned,f=14
 word=adulthood,f=14
 word=advise,f=14
 word=advisers,f=14
 word=advises,f=14
 word=advising,f=14
 word=advisors,f=14
 word=advocating,f=14
 word=aerodynamic,f=14
 word=aerospace,f=14
 word=aesthetic,f=14
 word=affectionately,f=14
 word=affiliations,f=14
 word=affirmed,f=14
 word=afforded,f=14
 word=afternoons,f=14
 word=aggressively,f=14
 word=agitation,f=14
 word=agrarian,f=14
 word=agreeing,f=14
 word=aiding,f=14
 word=airfields,f=14
 word=airplanes,f=14
 word=airspace,f=14
 word=aisle,f=14
 word=alcoholism,f=14
 word=algae,f=14
 word=algebras,f=14
 word=alienated,f=14
 word=align,f=14
 word=alleging,f=14
 word=alleviate,f=14
 word=alley,f=14
 word=alliances,f=14
 word=allotted,f=14
 word=allowance,f=14
 word=alloys,f=14
 word=alma,f=14
 word=alphabetical,f=14
 word=alteration,f=14
 word=altering,f=14
 word=alternately,f=14
 word=alternatively,f=14
 word=altitudes,f=14
 word=alumnus,f=14
 word=amassed,f=14
 word=ambassadors,f=14
 word=ambiguity,f=14
 word=ambushed,f=14
 word=amidst,f=14
 word=ammonia,f=14
 word=amnesty,f=14
 word=ample,f=14
 word=amplifiers,f=14
 word=amplitude,f=14
 word=anal,f=14
 word=analogy,f=14
 word=analytic,f=14
 word=analytical,f=14
 word=analyze,f=14
 word=analyzing,f=14
 word=anarchists,f=14
 word=anchors,f=14
 word=angrily,f=14
 word=annex,f=14
 word=announcements,f=14
 word=announces,f=14
 word=annum,f=14
 word=answering,f=14
 word=antennas,f=14
 word=anthologies,f=14
 word=anthropologist,f=14
 word=antibiotics,f=14
 word=antibodies,f=14
 word=antibody,f=14
 word=anticipation,f=14
 word=antigen,f=14
 word=ants,f=14
 word=anxious,f=14
 word=anybody,f=14
 word=aperture,f=14
 word=apex,f=14
 word=apologized,f=14
 word=appealing,f=14
 word=apples,f=14
 word=appliances,f=14
 word=applicant,f=14
 word=appointing,f=14
 word=appreciate,f=14
 word=apprenticeship,f=14
 word=appropriated,f=14
 word=appropriately,f=14
 word=aquarium,f=14
 word=arable,f=14
 word=arbitration,f=14
 word=archaeologists,f=14
 word=archaic,f=14
 word=arched,f=14
 word=archeological,f=14
 word=archery,f=14
 word=ardent,f=14
 word=aren't,f=14
 word=arisen,f=14
 word=aristocracy,f=14
 word=armistice,f=14
 word=aromatic,f=14
 word=arranger,f=14
 word=arranges,f=14
 word=arranging,f=14
 word=arrays,f=14
 word=arrivals,f=14
 word=arrogant,f=14
 word=arsenal,f=14
 word=arson,f=14
 word=arterial,f=14
 word=arteries,f=14
 word=arthritis,f=14
 word=articulated,f=14
 word=artifact,f=14
 word=artificially,f=14
 word=artisans,f=14
 word=artist's,f=14
 word=ascended,f=14
 word=ascending,f=14
 word=ascribed,f=14
 word=asleep,f=14
 word=asphalt,f=14
 word=aspirations,f=14
 word=aspiring,f=14
 word=assassin,f=14
 word=assassinate,f=14
 word=assaulted,f=14
 word=assaults,f=14
 word=assemble,f=14
 word=assemblies,f=14
 word=asserting,f=14
 word=assertion,f=14
 word=assessments,f=14
 word=assign,f=14
 word=assigns,f=14
 word=assimilated,f=14
 word=assimilation,f=14
 word=assurance,f=14
 word=assure,f=14
 word=asteroids,f=14
 word=asthma,f=14
 word=astrology,f=14
 word=astronaut,f=14
 word=astronauts,f=14
 word=astronomers,f=14
 word=ate,f=14
 word=atheist,f=14
 word=atrocities,f=14
 word=attach,f=14
 word=attacker,f=14
 word=attackers,f=14
 word=attaining,f=14
 word=attendant,f=14
 word=attendees,f=14
 word=attends,f=14
 word=attire,f=14
 word=audit,f=14
 word=auditioned,f=14
 word=authentication,f=14
 word=authenticity,f=14
 word=authorised,f=14
 word=authoritarian,f=14
 word=authoritative,f=14
 word=authorization,f=14
 word=authorship,f=14
 word=autism,f=14
 word=automation,f=14
 word=avail,f=14
 word=avenge,f=14
 word=avenue,f=14
 word=avenues,f=14
 word=avoids,f=14
 word=awaited,f=14
 word=awarding,f=14
 word=awkward,f=14
 word=axe,f=14
 word=axioms,f=14
 word=bachelor,f=14
 word=backbone,f=14
 word=backdrop,f=14
 word=backstage,f=14
 word=badges,f=14
 word=badminton,f=14
 word=baggage,f=14
 word=baked,f=14
 word=bakery,f=14
 word=balancing,f=14
 word=balcony,f=14
 word=bald,f=14
 word=ballads,f=14
 word=ballistic,f=14
 word=balloons,f=14
 word=ballroom,f=14
 word=banana,f=14
 word=banished,f=14
 word=banjo,f=14
 word=banknotes,f=14
 word=banners,f=14
 word=banning,f=14
 word=banquet,f=14
 word=barbeque,f=14
 word=bargain,f=14
 word=bargaining,f=14
 word=barge,f=14
 word=barges,f=14
 word=baritone,f=14
 word=barley,f=14
 word=barnes,f=14
 word=baron,f=14
 word=barony,f=14
 word=baroque,f=14
 word=barrage,f=14
 word=barren,f=14
 word=barrister,f=14
 word=basilica,f=14
 word=basins,f=14
 word=basket,f=14
 word=bathing,f=14
 word=bathroom,f=14
 word=baths,f=14
 word=batsmen,f=14
 word=batter,f=14
 word=battling,f=14
 word=bays,f=14
 word=beads,f=14
 word=beak,f=14
 word=bean,f=14
 word=beard,f=14
 word=bearer,f=14
 word=bearings,f=14
 word=beast,f=14
 word=bedrooms,f=14
 word=bee,f=14
 word=beers,f=14
 word=bees,f=14
 word=beetles,f=14
 word=befriended,f=14
 word=begs,f=14
 word=behave,f=14
 word=beheaded,f=14
 word=behest,f=14
 word=believers,f=14
 word=benches,f=14
 word=bending,f=14
 word=berries,f=14
 word=berth,f=14
 word=bestseller,f=14
 word=betrayal,f=14
 word=betting,f=14
 word=beverage,f=14
 word=beverages,f=14
 word=biased,f=14
 word=bicycles,f=14
 word=bidding,f=14
 word=bids,f=14
 word=bikes,f=14
 word=biking,f=14
 word=bilateral,f=14
 word=billing,f=14
 word=binds,f=14
 word=bio,f=14
 word=biodiversity,f=14
 word=biographical,f=14
 word=biographies,f=14
 word=biologist,f=14
 word=bisexual,f=14
 word=bishopric,f=14
 word=blacksmith,f=14
 word=bladder,f=14
 word=blanket,f=14
 word=blazon,f=14
 word=blended,f=14
 word=blending,f=14
 word=blessings,f=14
 word=blew,f=14
 word=bloc,f=14
 word=blogs,f=14
 word=blonde,f=14
 word=blowing,f=14
 word=blows,f=14
 word=bluegrass,f=14
 word=blunt,f=14
 word=boarded,f=14
 word=boasted,f=14
 word=boating,f=14
 word=bodied,f=14
 word=bodily,f=14
 word=bodyguard,f=14
 word=boiled,f=14
 word=boilers,f=14
 word=boiling,f=14
 word=bonded,f=14
 word=bonding,f=14
 word=booked,f=14
 word=booking,f=14
 word=boosted,f=14
 word=booster,f=14
 word=booth,f=14
 word=bored,f=14
 word=boring,f=14
 word=borrow,f=14
 word=borrowing,f=14
 word=bosses,f=14
 word=botanist,f=14
 word=botany,f=14
 word=bounce,f=14
 word=bounds,f=14
 word=bounty,f=14
 word=bourgeois,f=14
 word=bouts,f=14
 word=bowlers,f=14
 word=bowls,f=14
 word=bows,f=14
 word=boy's,f=14
 word=bracket,f=14
 word=brackets,f=14
 word=brains,f=14
 word=braking,f=14
 word=branched,f=14
 word=branching,f=14
 word=breadth,f=14
 word=breakout,f=14
 word=breasts,f=14
 word=brewing,f=14
 word=brigadier,f=14
 word=brighter,f=14
 word=brightly,f=14
 word=brightness,f=14
 word=broadband,f=14
 word=broadcasters,f=14
 word=broker,f=14
 word=brutality,f=14
 word=brutally,f=14
 word=bubbles,f=14
 word=bucket,f=14
 word=budgets,f=14
 word=buffalo,f=14
 word=bug,f=14
 word=bugs,f=14
 word=built-in,f=14
 word=bulb,f=14
 word=bulletin,f=14
 word=bullying,f=14
 word=bumper,f=14
 word=bunch,f=14
 word=bunker,f=14
 word=bureaucracy,f=14
 word=burgeoning,f=14
 word=burials,f=14
 word=bursts,f=14
 word=butterflies,f=14
 word=buys,f=14
 word=bypassed,f=14
 word=byte,f=14
 word=bytes,f=14
 word=cabaret,f=14
 word=cabins,f=14
 word=cafe,f=14
 word=cafeteria,f=14
 word=calculating,f=14
 word=calculus,f=14
 word=camouflage,f=14
 word=cancel,f=14
 word=cancers,f=14
 word=candle,f=14
 word=candles,f=14
 word=cannabis,f=14
 word=canoe,f=14
 word=canons,f=14
 word=cans,f=14
 word=cantons,f=14
 word=canyon,f=14
 word=capacities,f=14
 word=cape,f=14
 word=capitals,f=14
 word=capsule,f=14
 word=captives,f=14
 word=captures,f=14
 word=car's,f=14
 word=caravan,f=14
 word=carbonate,f=14
 word=cardboard,f=14
 word=cardiovascular,f=14
 word=cared,f=14
 word=caretaker,f=14
 word=caring,f=14
 word=carnival,f=14
 word=carpenter,f=14
 word=carpet,f=14
 word=carriageway,f=14
 word=cart,f=14
 word=cartoonist,f=14
 word=carving,f=14
 word=carvings,f=14
 word=casinos,f=14
 word=castes,f=14
 word=casts,f=14
 word=casualty,f=14
 word=catalytic,f=14
 word=catalyzes,f=14
 word=catastrophic,f=14
 word=catchment,f=14
 word=categorized,f=14
 word=cater,f=14
 word=caters,f=14
 word=caucus,f=14
 word=causal,f=14
 word=caution,f=14
 word=ceasefire,f=14
 word=celebrates,f=14
 word=celestial,f=14
 word=cellar,f=14
 word=cello,f=14
 word=cemented,f=14
 word=censored,f=14
 word=centenary,f=14
 word=centimeters,f=14
 word=centrally,f=14
 word=ceramics,f=14
 word=cereal,f=14
 word=cerebral,f=14
 word=certainty,f=14
 word=cf,f=14
 word=ch,f=14
 word=chalk,f=14
 word=challenger,f=14
 word=championed,f=14
 word=chancel,f=14
 word=chant,f=14
 word=chaotic,f=14
 word=chapels,f=14
 word=chaplain,f=14
 word=characterization,f=14
 word=characterize,f=14
 word=charcoal,f=14
 word=chariot,f=14
 word=charismatic,f=14
 word=charming,f=14
 word=charters,f=14
 word=chases,f=14
 word=chasing,f=14
 word=cheating,f=14
 word=cheek,f=14
 word=chemotherapy,f=14
 word=cherry,f=14
 word=childless,f=14
 word=chimney,f=14
 word=chin,f=14
 word=choirs,f=14
 word=cholesterol,f=14
 word=chords,f=14
 word=choreographed,f=14
 word=choreographer,f=14
 word=choreography,f=14
 word=christened,f=14
 word=chromatography,f=14
 word=chrome,f=14
 word=chromosomes,f=14
 word=chronicle,f=14
 word=chronological,f=14
 word=chronology,f=14
 word=church's,f=14
 word=churchyard,f=14
 word=cigar,f=14
 word=cigarette,f=14
 word=cigarettes,f=14
 word=cinemas,f=14
 word=cinematic,f=14
 word=cipher,f=14
 word=circulating,f=14
 word=citadel,f=14
 word=cite,f=14
 word=citrus,f=14
 word=civilizations,f=14
 word=clad,f=14
 word=clandestine,f=14
 word=clarified,f=14
 word=clarinet,f=14
 word=clarity,f=14
 word=clashed,f=14
 word=clashes,f=14
 word=classed,f=14
 word=classifications,f=14
 word=classify,f=14
 word=classmate,f=14
 word=classmates,f=14
 word=clauses,f=14
 word=claws,f=14
 word=clay,f=14
 word=cleaned,f=14
 word=cleaner,f=14
 word=clergyman,f=14
 word=clerical,f=14
 word=clever,f=14
 word=click,f=14
 word=climates,f=14
 word=climatic,f=14
 word=climbers,f=14
 word=climbs,f=14
 word=clocks,f=14
 word=clones,f=14
 word=closes,f=14
 word=clubhouse,f=14
 word=clue,f=14
 word=clues,f=14
 word=clutch,f=14
 word=co-op,f=14
 word=coarse,f=14
 word=coating,f=14
 word=coats,f=14
 word=coded,f=14
 word=coeducational,f=14
 word=coffin,f=14
 word=coherent,f=14
 word=coinage,f=14
 word=coincidence,f=14
 word=collaborate,f=14
 word=collaborating,f=14
 word=collaborators,f=14
 word=collapses,f=14
 word=collateral,f=14
 word=collects,f=14
 word=college's,f=14
 word=collided,f=14
 word=collisions,f=14
 word=colloquial,f=14
 word=colon,f=14
 word=coloration,f=14
 word=coloring,f=14
 word=colourful,f=14
 word=coma,f=14
 word=combatants,f=14
 word=comedians,f=14
 word=comet,f=14
 word=comfortably,f=14
 word=commemorates,f=14
 word=commemoration,f=14
 word=commemorative,f=14
 word=commence,f=14
 word=commencement,f=14
 word=commencing,f=14
 word=commissioning,f=14
 word=commits,f=14
 word=commodities,f=14
 word=commodity,f=14
 word=commonplace,f=14
 word=communes,f=14
 word=communicated,f=14
 word=communicating,f=14
 word=community's,f=14
 word=commute,f=14
 word=commuters,f=14
 word=compares,f=14
 word=compass,f=14
 word=compassion,f=14
 word=compelling,f=14
 word=compensated,f=14
 word=competence,f=14
 word=compilations,f=14
 word=compile,f=14
 word=compiling,f=14
 word=complaining,f=14
 word=complementary,f=14
 word=compliant,f=14
 word=compromised,f=14
 word=computation,f=14
 word=compute,f=14
 word=computed,f=14
 word=comrades,f=14
 word=conceal,f=14
 word=conceded,f=14
 word=concentrating,f=14
 word=concerto,f=14
 word=concurrency,f=14
 word=condemnation,f=14
 word=condensed,f=14
 word=conditioned,f=14
 word=conductors,f=14
 word=cones,f=14
 word=confederation,f=14
 word=confesses,f=14
 word=confidential,f=14
 word=configured,f=14
 word=confinement,f=14
