dictionary=main:en,locale=en,description=English,date=1414726273,version=54
 word=the,f=111
 word=Mick,f=14
 word=Mickey,f=14
 word=Midland,f=14
 word=Miguel,f=14
 word=Mile,f=14
 word=Miles,f=14
 word=Milton,f=14
 word=Min,f=14
 word=Ming,f=14
 word=Minor,f=14
 word=Mold,f=14
 word=Monica,f=14
 word=Monroe,f=14
 word=Monte,f=14
 word=Morrison,f=14
 word=Morton,f=14
 word=Moss,f=14
 word=Naples,f=14
 word=Nash,f=14
 word=Nathan,f=14
 word=Newark,f=14
 word=Newman,f=14
 word=Nixon,f=14
 word=Normandy,f=14
 word=North,f=14
 word=Norton,f=14
 word=Norwich,f=14
 word=Nottingham,f=14
 word=Obama,f=14
 word=Oriental,f=14
 word=Orlando,f=14
 word=Palm,f=14
 word=Palmer,f=14
 word=Paradise,f=14
 word=Patterson,f=14
 word=Paulo,f=14
 word=Percy,f=14
 word=Phillip,f=14
 word=Pierce,f=14
 word=Pius,f=14
 word=Porter,f=14
 word=Potter,f=14
 word=Powell,f=14
 word=Powers,f=14
 word=Preston,f=14
 word=Rachel,f=14
 word=Randy,f=14
 word=Rather,f=14
 word=Reagan,f=14
 word=Reich,f=14
 word=Reid,f=14
 word=Rex,f=14
 word=Reynolds,f=14
 word=Rhine,f=14
 word=Rhodes,f=14
 word=Rich,f=14
 word=Richards,f=14
 word=Richardson,f=14
 word=Riley,f=14
 word=Rivers,f=14
 word=Robertson,f=14
 word=Rochester,f=14
 word=Rocky,f=14
 word=Roland,f=14
 word=Rosa,f=14
 word=Rush,f=14
 word=Salisbury,f=14
 word=Sally,f=14
 word=Salon,f=14
 word=Sandy,f=14
 word=Santiago,f=14
 word=Santo,f=14
 word=Santos,f=14
 word=Savage,f=14
 word=Sebastian,f=14
 word=Sergeant,f=14
 word=Shadow,f=14
 word=Shane,f=14
 word=Shannon,f=14
 word=Sharon,f=14
 word=Sherman,f=14
 word=Shiva,f=14
 word=Sicily,f=14
 word=Sidney,f=14
 word=Simpson,f=14
 word=Snow,f=14
 word=Stan,f=14
 word=Sutton,f=14
 word=Sweet,f=14
 word=Syracuse,f=14
 word=Thames,f=14
 word=Theodore,f=14
 word=Thomson,f=14
 word=Timothy,f=14
 word=Toledo,f=14
 word=Toyota,f=14
 word=Tracy,f=14
 word=Trent,f=14
 word=Trevor,f=14
 word=Troy,f=14
 word=Tucker,f=14
 word=Turks,f=14
 word=Tyler,f=14
 word=Vale,f=14
 word=Vernon,f=14
 word=Virgin,f=14
 word=Vladimir,f=14
 word=Wagner,f=14
 word=Walsh,f=14
 word=Walt,f=14
 word=Warwick,f=14
 word=Waterloo,f=14
 word=Waters,f=14
 word=Wave,f=14
 word=Webb,f=14
 word=Webster,f=14
 word=Wei,f=14
 word=Wesley,f=14
 word=Whitney,f=14
 word=Wilhelm,f=14
 word=Willie,f=14
 word=Winchester,f=14
 word=Winston,f=14
 word=Wonder,f=14
 word=Worcester,f=14
 word=Worth,f=14
 word=Yang,f=14
 word=Yard,f=14
 word=Yoga,f=14
 word=Yuan,f=14
 word=Zhang,f=14
 word=accuse,f=13
 word=advertise,f=13
 word=amend,f=13
 word=anarchy,f=13
 word=apologize,f=13
 word=approving,f=13
 word=betray,f=13
 word=brook,f=13
 word=closet,f=13
 word=complain,f=13
 word=cried,f=13
 word=cute,f=13
 word=dare,f=13
 word=deserve,f=13
 word=disgusted,f=13
 word=dissident,f=13
 word=embarrassed,f=13
 word=expel,f=13
 word=farthest,f=13
 word=glove,f=13
 word=haven't,f=13
 word=he'll,f=13
 word=hopefully,f=13
 word=info,f=13
 word=insulting,f=13
 word=jelly,f=13
 word=mom,f=13
 word=moreover,f=13
 word=nasty,f=13
 word=neat,f=13
 word=ornament,f=13
 word=owe,f=13
 word=patience,f=13
 word=pause,f=13
 word=pleasing,f=13
 word=pretend,f=13
 word=prompt,f=13
 word=refrigerator,f=13
 word=relax,f=13
 word=remind,f=13
 word=salad,f=13
 word=she'd,f=13
 word=shouldn't,f=13
 word=silly,f=13
 word=slice,f=13
 word=swearing,f=13
 word=they've,f=13
 word=tray,f=13
 word=we'll,f=13
 word=we've,f=13
 word=weird,f=13
 word=you'll,f=13
 word=you've,f=13
 word=TV,f=13
 word=Thanksgiving,f=13
 word=Venetian,f=13
 word=abound,f=13
 word=abusing,f=13
 word=accessing,f=13
 word=accountable,f=13
 word=achieves,f=13
 word=acquires,f=13
 word=actuality,f=13
 word=adaption,f=13
 word=administration's,f=13
 word=admirer,f=13
 word=admirers,f=13
 word=adultery,f=13
 word=advantageous,f=13
 word=advertisers,f=13
 word=affectionate,f=13
 word=airliner,f=13
 word=airport's,f=13
 word=alarmed,f=13
 word=amounting,f=13
 word=amusing,f=13
 word=angled,f=13
 word=animal's,f=13
 word=announcers,f=13
 word=apologizes,f=13
 word=appendix,f=13
 word=aptitude,f=13
 word=archived,f=13
 word=army's,f=13
 word=artworks,f=13
 word=associative,f=13
 word=assures,f=13
 word=attaching,f=13
 word=attachments,f=13
 word=attendants,f=13
 word=attribution,f=13
 word=atypical,f=13
 word=augment,f=13
 word=avoidance,f=13
 word=await,f=13
 word=awake,f=13
 word=baking,f=13
 word=balances,f=13
 word=ballpark,f=13
 word=bandits,f=13
 word=bank's,f=13
 word=bankers,f=13
 word=basics,f=13
 word=baskets,f=13
 word=bayonet,f=13
 word=beasts,f=13
 word=beautifully,f=13
 word=beforehand,f=13
 word=behaved,f=13
 word=behaves,f=13
 word=believer,f=13
 word=belongings,f=13
 word=benchmark,f=13
 word=benefiting,f=13
 word=bidder,f=13
 word=billions,f=13
 word=biochemistry,f=13
 word=bird's,f=13
 word=bites,f=13
 word=bitten,f=13
 word=bitterly,f=13
 word=bitterness,f=13
 word=blackout,f=13
 word=blames,f=13
 word=blaming,f=13
 word=blankets,f=13
 word=blinded,f=13
 word=boarders,f=13
 word=body's,f=13
 word=bonuses,f=13
 word=bookstore,f=13
 word=booths,f=13
 word=bottled,f=13
 word=boxed,f=13
 word=boxers,f=13
 word=bridging,f=13
 word=briefing,f=13
 word=brilliance,f=13
 word=broaden,f=13
 word=browsers,f=13
 word=brushes,f=13
 word=bulbs,f=13
 word=bump,f=13
 word=butler,f=13
 word=butt,f=13
 word=cabinets,f=13
 word=cakes,f=13
 word=calculator,f=13
 word=calendars,f=13
 word=caller,f=13
 word=campers,f=13
 word=canned,f=13
 word=capitalize,f=13
 word=capitalized,f=13
 word=carpets,f=13
 word=casing,f=13
 word=catchy,f=13
 word=chained,f=13
 word=channel's,f=13
 word=cheat,f=13
 word=chemically,f=13
 word=chickens,f=13
 word=chieftain,f=13
 word=claimants,f=13
 word=classically,f=13
 word=cleansing,f=13
 word=cleanup,f=13
 word=clearer,f=13
 word=clerks,f=13
 word=clothed,f=13
 word=colder,f=13
 word=coldest,f=13
 word=commons,f=13
 word=competitiveness,f=13
 word=completes,f=13
 word=comprehension,f=13
 word=computerized,f=13
 word=concentrates,f=13
 word=confines,f=13
 word=conflicted,f=13
 word=consciously,f=13
 word=contacting,f=13
 word=copyrighted,f=13
 word=cords,f=13
 word=correcting,f=13
 word=council's,f=13
 word=courageous,f=13
 word=courtship,f=13
 word=crackdown,f=13
 word=crewmen,f=13
 word=criticizes,f=13
 word=cryptic,f=13
 word=cultured,f=13
 word=currencies,f=13
 word=curving,f=13
 word=cutters,f=13
 word=dangerously,f=13
 word=dealership,f=13
 word=deathbed,f=13
 word=decentralized,f=13
 word=decidedly,f=13
 word=declarations,f=13
 word=definitively,f=13
 word=delaying,f=13
 word=departures,f=13
 word=depressions,f=13
 word=deserves,f=13
 word=diets,f=13
 word=digestion,f=13
 word=dinners,f=13
 word=director's,f=13
 word=directories,f=13
 word=disarmament,f=13
 word=disciplined,f=13
 word=discounted,f=13
 word=discounts,f=13
 word=dissidents,f=13
 word=distanced,f=13
 word=dividend,f=13
 word=dividends,f=13
 word=doctor's,f=13
 word=doubted,f=13
 word=drafts,f=13
 word=dragging,f=13
 word=dramatist,f=13
 word=dreamed,f=13
 word=dreaming,f=13
 word=dues,f=13
 word=dumping,f=13
 word=dumps,f=13
 word=earthly,f=13
 word=easiest,f=13
 word=edits,f=13
 word=emails,f=13
 word=embryos,f=13
 word=emergencies,f=13
 word=empathy,f=13
 word=emptied,f=13
 word=enhancements,f=13
 word=enjoyable,f=13
 word=essayist,f=13
 word=esteemed,f=13
 word=estimating,f=13
 word=everyone's,f=13
 word=examiner,f=13
 word=excommunication,f=13
 word=exited,f=13
 word=exposes,f=13
 word=externally,f=13
 word=extremist,f=13
 word=familiarity,f=13
 word=farmed,f=13
 word=fasting,f=13
 word=fathered,f=13
 word=fats,f=13
 word=faulty,f=13
 word=fearful,f=13
 word=fenced,f=13
 word=finer,f=13
 word=focussed,f=13
 word=folder,f=13
 word=folds,f=13
 word=foolish,f=13
 word=forcefully,f=13
 word=forwarded,f=13
 word=freedoms,f=13
 word=friend's,f=13
 word=fruitful,f=13
 word=fueling,f=13
 word=funerals,f=13
 word=gamers,f=13
 word=gardener,f=13
 word=gated,f=13
 word=gentlemen,f=13
 word=globalization,f=13
 word=grabbing,f=13
 word=graceful,f=13
 word=graders,f=13
 word=grandfather's,f=13
 word=grassy,f=13
 word=greatness,f=13
 word=greats,f=13
 word=greens,f=13
 word=grounding,f=13
 word=hairy,f=13
 word=handler,f=13
 word=harmed,f=13
 word=harmless,f=13
 word=hates,f=13
 word=heater,f=13
 word=heavenly,f=13
 word=heavens,f=13
 word=hers,f=13
 word=hesitation,f=13
 word=hilltop,f=13
 word=honesty,f=13
 word=honeymoon,f=13
 word=hopeful,f=13
 word=horrors,f=13
 word=hotly,f=13
 word=hottest,f=13
 word=hunts,f=13
 word=idealism,f=13
 word=ideally,f=13
 word=ignores,f=13
 word=impulses,f=13
 word=incidental,f=13
 word=incidentally,f=13
 word=independents,f=13
 word=indexed,f=13
 word=indexes,f=13
 word=indexing,f=13
 word=industry's,f=13
 word=infiltration,f=13
 word=injections,f=13
 word=insignificant,f=13
 word=inspect,f=13
 word=inspections,f=13
 word=inspectors,f=13
 word=internationals,f=13
 word=interviewer,f=13
 word=interviewing,f=13
 word=intimately,f=13
 word=introductions,f=13
 word=invaluable,f=13
 word=investigates,f=13
 word=joked,f=13
 word=jokingly,f=13
 word=juniors,f=13
 word=keepers,f=13
 word=kindly,f=13
 word=kissed,f=13
 word=kisses,f=13
 word=knowledgeable,f=13
 word=labeling,f=13
 word=landscaped,f=13
 word=landscaping,f=13
 word=laughed,f=13
 word=laughs,f=13
 word=laughter,f=13
 word=learners,f=13
 word=legality,f=13
 word=leveled,f=13
 word=life's,f=13
 word=lighted,f=13
 word=linkage,f=13
 word=locales,f=13
 word=logged,f=13
 word=logically,f=13
 word=loneliness,f=13
 word=longing,f=13
 word=loser,f=13
 word=loudly,f=13
 word=lovely,f=13
 word=mailed,f=13
 word=mainframe,f=13
 word=massively,f=13
 word=mastering,f=13
 word=materialized,f=13
 word=meaningless,f=13
 word=medically,f=13
 word=mentality,f=13
 word=menus,f=13
 word=middleweight,f=13
 word=militias,f=13
 word=milling,f=13
 word=mirrored,f=13
 word=miserable,f=13
 word=misses,f=13
 word=misunderstanding,f=13
 word=mixer,f=13
 word=mixtures,f=13
 word=mortgages,f=13
 word=mouths,f=13
 word=muddy,f=13
 word=narrowed,f=13
 word=nearer,f=13
 word=necklace,f=13
 word=negatives,f=13
 word=nested,f=13
 word=netted,f=13
 word=netting,f=13
 word=networked,f=13
 word=newspaper's,f=13
 word=noises,f=13
 word=obtains,f=13
 word=officer's,f=13
 word=oppressed,f=13
 word=optionally,f=13
 word=orally,f=13
 word=oranges,f=13
 word=ordinarily,f=13
 word=originality,f=13
 word=outsider,f=13
 word=overcame,f=13
 word=pardoned,f=13
 word=parenting,f=13
 word=partnering,f=13
 word=passions,f=13
 word=pensions,f=13
 word=percentages,f=13
 word=perfected,f=13
 word=permissible,f=13
 word=permutations,f=13
 word=persuades,f=13
 word=philosophies,f=13
 word=pianos,f=13
 word=piping,f=13
 word=plaintiffs,f=13
 word=planner,f=13
 word=pleasures,f=13
 word=poet's,f=13
 word=possessive,f=13
 word=potentials,f=13
 word=pouring,f=13
 word=practise,f=13
 word=praying,f=13
 word=preferable,f=13
 word=preferably,f=13
 word=pretended,f=13
 word=pretends,f=13
 word=preventive,f=13
 word=priestly,f=13
 word=privateer,f=13
 word=professionalism,f=13
 word=professorship,f=13
 word=profiled,f=13
 word=profitability,f=13
 word=protections,f=13
 word=proudly,f=13
 word=publicist,f=13
 word=punching,f=13
 word=purposely,f=13
 word=pursues,f=13
 word=queens,f=13
 word=quieter,f=13
 word=quitting,f=13
 word=radars,f=13
 word=rapids,f=13
 word=reacting,f=13
 word=realist,f=13
 word=reasoned,f=13
 word=recommending,f=13
 word=recurrent,f=13
 word=refrigeration,f=13
 word=regionally,f=13
 word=registering,f=13
 word=regrets,f=13
 word=relational,f=13
 word=reliefs,f=13
 word=reliever,f=13
 word=remembering,f=13
 word=renting,f=13
 word=rents,f=13
 word=repairing,f=13
 word=repressed,f=13
 word=resisting,f=13
 word=resolves,f=13
 word=resolving,f=13
 word=resorted,f=13
 word=respondents,f=13
 word=responsive,f=13
 word=restrained,f=13
 word=revolted,f=13
 word=revolts,f=13
 word=revolutions,f=13
 word=rewarding,f=13
 word=richer,f=13
 word=riches,f=13
 word=richness,f=13
 word=righteous,f=13
 word=ringing,f=13
 word=riverside,f=13
 word=roadside,f=13
 word=rollers,f=13
 word=rooftop,f=13
 word=roommate,f=13
 word=roses,f=13
 word=rounding,f=13
 word=sadly,f=13
 word=sands,f=13
 word=sandwiches,f=13
 word=sayings,f=13
 word=scoreless,f=13
 word=screws,f=13
 word=scripting,f=13
 word=secondly,f=13
 word=secretaries,f=13
 word=secreted,f=13
 word=secretive,f=13
 word=seeming,f=13
 word=selfish,f=13
 word=sender,f=13
 word=seniority,f=13
 word=seriousness,f=13
 word=sexy,f=13
 word=shaded,f=13
 word=shaking,f=13
 word=shining,f=13
 word=shocks,f=13
 word=shooters,f=13
 word=shoppers,f=13
 word=shouted,f=13
 word=shouts,f=13
 word=showers,f=13
 word=shutting,f=13
 word=sighting,f=13
 word=signaled,f=13
 word=signatories,f=13
 word=signatory,f=13
 word=simulator,f=13
 word=sincere,f=13
 word=singer's,f=13
 word=sinks,f=13
 word=sister's,f=13
 word=site's,f=13
 word=sizeable,f=13
 word=skillful,f=13
 word=sleeps,f=13
 word=sliced,f=13
 word=slices,f=13
 word=slipping,f=13
 word=slips,f=13
 word=slowing,f=13
 word=smoked,f=13
 word=smoother,f=13
 word=society's,f=13
 word=sockets,f=13
 word=solidified,f=13
 word=sooner,f=13
 word=sorting,f=13
 word=specialties,f=13
 word=specificity,f=13
 word=specifying,f=13
 word=speeding,f=13
 word=spiritually,f=13
 word=sported,f=13
 word=spotting,f=13
 word=squared,f=13
 word=stabilization,f=13
 word=staffing,f=13
 word=standardised,f=13
 word=standardization,f=13
 word=standout,f=13
 word=startup,f=13
 word=stately,f=13
 word=statistic,f=13
 word=stealth,f=13
 word=sticker,f=13
 word=stickers,f=13
 word=sticking,f=13
 word=stocked,f=13
 word=storied,f=13
 word=stormy,f=13
 word=strangers,f=13
 word=strategist,f=13
 word=stricter,f=13
 word=strikers,f=13
 word=stripping,f=13
 word=structurally,f=13
 word=studio's,f=13
 word=stylish,f=13
 word=submitting,f=13
 word=sugarcane,f=13
 word=sugars,f=13
 word=suggestive,f=13
 word=sunny,f=13
 word=sunrise,f=13
 word=sunshine,f=13
 word=suppressing,f=13
 word=surgeries,f=13
 word=surprises,f=13
 word=sway,f=13
 word=sweetheart,f=13
 word=sweets,f=13
 word=swimmers,f=13
 word=swings,f=13
 word=tackled,f=13
 word=tackling,f=13
 word=tailor,f=13
 word=tapered,f=13
 word=taping,f=13
 word=tapped,f=13
 word=tapping,f=13
 word=tasting,f=13
 word=taxable,f=13
 word=taxed,f=13
 word=taxis,f=13
 word=taxon,f=13
 word=taxpayers,f=13
 word=tearing,f=13
 word=telephones,f=13
 word=telephony,f=13
 word=televisions,f=13
 word=teller,f=13
 word=tending,f=13
 word=tendon,f=13
 word=tentacles,f=13
 word=terrified,f=13
 word=theorems,f=13
 word=theorized,f=13
 word=therein,f=13
 word=thinker,f=13
 word=thirst,f=13
 word=thirties,f=13
 word=threaded,f=13
 word=throated,f=13
 word=throughput,f=13
 word=ticketing,f=13
 word=tiered,f=13
 word=tiers,f=13
 word=tighter,f=13
 word=timer,f=13
 word=tongues,f=13
 word=tonnage,f=13
 word=toothed,f=13
 word=totalitarian,f=13
 word=tougher,f=13
 word=toughest,f=13
 word=towering,f=13
 word=trainees,f=13
 word=transitioned,f=13
 word=transliteration,f=13
 word=transplantation,f=13
 word=tricked,f=13
 word=triples,f=13
 word=troublesome,f=13
 word=truths,f=13
 word=turnaround,f=13
 word=turntable,f=13
 word=twisting,f=13
 word=twists,f=13
 word=typed,f=13
 word=typeface,f=13
 word=typewriter,f=13
 word=typing,f=13
 word=ultimatum,f=13
 word=uncle's,f=13
 word=uncles,f=13
 word=unequal,f=13
 word=unfavorable,f=13
 word=uniqueness,f=13
 word=unison,f=13
 word=uniting,f=13
 word=unlocked,f=13
 word=unrealistic,f=13
 word=unreasonable,f=13
 word=untimely,f=13
 word=unusable,f=13
 word=updating,f=13
 word=upstate,f=13
 word=uptake,f=13
 word=usefulness,f=13
 word=vaccines,f=13
 word=valuation,f=13
 word=variability,f=13
 word=vehicle's,f=13
 word=vehicular,f=13
 word=vetoed,f=13
 word=viability,f=13
 word=violates,f=13
 word=visibly,f=13
 word=visualization,f=13
 word=visuals,f=13
 word=voiceless,f=13
 word=voicing,f=13
 word=volley,f=13
 word=waiter,f=13
 word=waitress,f=13
 word=waits,f=13
 word=waking,f=13
 word=walkers,f=13
 word=walkway,f=13
 word=wares,f=13
 word=warmth,f=13
 word=warrants,f=13
 word=warring,f=13
 word=wary,f=13
 word=wasted,f=13
 word=wastes,f=13
 word=wastewater,f=13
 word=wasting,f=13
 word=watering,f=13
 word=weakest,f=13
 word=weakly,f=13
 word=weary,f=13
 word=welcomes,f=13
 word=welcoming,f=13
 word=westerly,f=13
 word=westernmost,f=13
 word=wildly,f=13
 word=willed,f=13
 word=willingly,f=13
 word=willow,f=13
 word=wineries,f=13
 word=winery,f=13
 word=wingspan,f=13
 word=winnings,f=13
 word=wintering,f=13
 word=witnessing,f=13
 word=wondered,f=13
 word=wondering,f=13
 word=woody,f=13
 word=wording,f=13
 word=workload,f=13
 word=worldly,f=13
 word=worries,f=13
 word=worthless,f=13
 word=worthwhile,f=13
 word=wrapping,f=13
 word=writer's,f=13
 word=wrongdoing,f=13
 word=yearbook,f=13
 word=youngster,f=13
 word=youngsters,f=13
 word=zoned,f=13
 word=baton,f=13
 word=capitol,f=13
 word=covenant,f=13
 word=crow,f=13
 word=equatorial,f=13
 word=genesis,f=13
 word=goose,f=13
 word=hi,f=13
 word=ma,f=13
 word=mafia,f=13
 word=oriental,f=13
 word=rip,f=13
 word=testament,f=13
 word=unionist,f=13
 word=zip,f=13
 word=accommodations,f=13
 word=accustomed,f=13
 word=addict,f=13
 word=adept,f=13
 word=advert,f=13
 word=aggregation,f=13
 word=alkali,f=13
 word=allegation,f=13
 word=allocate,f=13
 word=aloud,f=13
 word=amazed,f=13
 word=annoyed,f=13
 word=annoying,f=13
 word=ant,f=13
 word=ape,f=13
 word=apparel,f=13
 word=appetite,f=13
 word=applause,f=13
 word=appliance,f=13
 word=arbitrarily,f=13
 word=arboreal,f=13
 word=articulate,f=13
 word=ascend,f=13
 word=ascertain,f=13
 word=ashamed,f=13
 word=aspiration,f=13
 word=astonishing,f=13
 word=attainment,f=13
 word=attributable,f=13
 word=authorize,f=13
 word=awful,f=13
 word=backyard,f=13
 word=barbecue,f=13
 word=barber,f=13
 word=beneficiary,f=13
 word=bibliography,f=13
 word=blaze,f=13
 word=bleak,f=13
 word=blond,f=13
 word=bloom,f=13
 word=boast,f=13
 word=bowel,f=13
 word=brace,f=13
 word=breathe,f=13
 word=bribe,f=13
 word=brittle,f=13
 word=brood,f=13
 word=bulky,f=13
 word=bully,f=13
 word=burglary,f=13
 word=burrow,f=13
 word=bury,f=13
 word=buzz,f=13
 word=cabbage,f=13
 word=calibre,f=13
 word=camel,f=13
 word=caption,f=13
 word=catastrophe,f=13
 word=cautious,f=13
 word=centrifugal,f=13
 word=champagne,f=13
 word=cheer,f=13
 word=cheerful,f=13
 word=choke,f=13
 word=circulate,f=13
 word=circumference,f=13
 word=circumstance,f=13
 word=clarify,f=13
 word=claw,f=13
 word=cloak,f=13
 word=clumsy,f=13
 word=cocktail,f=13
 word=coherence,f=13
 word=coincidentally,f=13
 word=comb,f=13
 word=complication,f=13
 word=concave,f=13
 word=conceive,f=13
 word=conclusive,f=13
 word=condemn,f=13
 word=confer,f=13
 word=confess,f=13
 word=conformation,f=13
 word=conformity,f=13
 word=confuse,f=13
 word=conscientious,f=13
 word=consequent,f=13
 word=conserve,f=13
 word=consolation,f=13
 word=constitutionally,f=13
 word=consultancy,f=13
 word=contingency,f=13
 word=contradict,f=13
 word=controversially,f=13
 word=conventionally,f=13
 word=converse,f=13
 word=coronary,f=13
 word=correlate,f=13
 word=couch,f=13
 word=cough,f=13
 word=courtroom,f=13
 word=cradle,f=13
 word=crawl,f=13
 word=cultivate,f=13
 word=cushion,f=13
 word=cyber,f=13
 word=cynical,f=13
 word=damp,f=13
 word=decorate,f=13
 word=dedicate,f=13
 word=defiance,f=13
 word=degenerate,f=13
 word=demolish,f=13
 word=dentist,f=13
 word=deregulation,f=13
 word=dessert,f=13
 word=deteriorate,f=13
 word=devise,f=13
 word=diagnose,f=13
 word=dictate,f=13
 word=diffuse,f=13
 word=digest,f=13
 word=dilemma,f=13
 word=dim,f=13
 word=diminish,f=13
 word=dip,f=13
 word=disable,f=13
 word=disapproval,f=13
 word=discard,f=13
 word=disclose,f=13
 word=discrepancy,f=13
 word=disgust,f=13
 word=disperse,f=13
 word=disposable,f=13
 word=dispose,f=13
 word=disproportionate,f=13
 word=disregard,f=13
 word=distinctively,f=13
 word=distract,f=13
 word=disturbance,f=13
 word=diversification,f=13
 word=divert,f=13
 word=dolphin,f=13
 word=domestically,f=13
 word=domesticated,f=13
 word=donkey,f=13
 word=doom,f=13
 word=doorway,f=13
 word=dough,f=13
 word=downwards,f=13
 word=draught,f=13
 word=drawback,f=13
 word=drown,f=13
 word=dusk,f=13
 word=dwell,f=13
 word=dynamically,f=13
 word=elevate,f=13
 word=emergent,f=13
 word=emigrate,f=13
 word=emit,f=13
 word=enact,f=13
 word=endorse,f=13
 word=enlarge,f=13
 word=enormously,f=13
 word=enquiry,f=13
 word=epilogue,f=13
 word=equip,f=13
 word=erroneous,f=13
 word=ethic,f=13
 word=evoke,f=13
 word=exceedingly,f=13
 word=excerpt,f=13
 word=excursion,f=13
 word=exert,f=13
 word=expansive,f=13
 word=expire,f=13
 word=exporter,f=13
 word=exquisite,f=13
 word=extraordinarily,f=13
 word=eyesight,f=13
 word=faint,f=13
 word=faithfully,f=13
 word=fascinating,f=13
 word=fax,f=13
 word=feather,f=13
 word=fertilizer,f=13
 word=fetch,f=13
 word=fetus,f=13
 word=financier,f=13
 word=fisherman,f=13
 word=flap,f=13
 word=flare,f=13
 word=flaw,f=13
 word=flint,f=13
 word=forbid,f=13
 word=forgive,f=13
 word=formulate,f=13
 word=freshly,f=13
 word=frightening,f=13
 word=fulfil,f=13
 word=functionally,f=13
 word=fury,f=13
 word=futile,f=13
 word=gallon,f=13
 word=gaze,f=13
 word=germ,f=13
 word=glance,f=13
 word=glide,f=13
 word=glimpse,f=13
 word=glow,f=13
 word=glue,f=13
 word=goodness,f=13
 word=gown,f=13
 word=gram,f=13
 word=grateful,f=13
 word=greedy,f=13
 word=greet,f=13
 word=grill,f=13
 word=grim,f=13
 word=gulf,f=13
 word=gut,f=13
 word=hallway,f=13
 word=ham,f=13
 word=handwriting,f=13
 word=hardship,f=13
 word=hardy,f=13
 word=haunt,f=13
 word=hawk,f=13
 word=headache,f=13
 word=heap,f=13
 word=helpless,f=13
 word=henceforth,f=13
 word=herb,f=13
 word=hexagonal,f=13
 word=hike,f=13
 word=hinder,f=13
 word=hitherto,f=13
 word=hive,f=13
 word=hopeless,f=13
 word=hose,f=13
 word=housewife,f=13
 word=icy,f=13
 word=idiom,f=13
 word=ignite,f=13
 word=ignorant,f=13
 word=imaginative,f=13
 word=imitate,f=13
 word=immature,f=13
 word=immoral,f=13
 word=implicitly,f=13
 word=imposition,f=13
 word=inconclusive,f=13
 word=indifferent,f=13
 word=indispensable,f=13
 word=indoors,f=13
 word=industrialization,f=13
 word=inertia,f=13
 word=infect,f=13
 word=inference,f=13
 word=infinitely,f=13
 word=inflict,f=13
 word=ingenious,f=13
 word=innumerable,f=13
 word=instantaneous,f=13
 word=instinct,f=13
 word=instruct,f=13
 word=intelligible,f=13
 word=interpretive,f=13
 word=interruption,f=13
 word=intrigue,f=13
 word=intuition,f=13
 word=inventive,f=13
 word=invoke,f=13
 word=inward,f=13
 word=iodine,f=13
 word=irrational,f=13
 word=irrespective,f=13
 word=irreversible,f=13
 word=irritation,f=13
 word=italics,f=13
 word=jar,f=13
 word=jeans,f=13
 word=junk,f=13
 word=kilogram,f=13
 word=kite,f=13
 word=knit,f=13
 word=knitting,f=13
 word=lace,f=13
 word=lag,f=13
 word=lamb,f=13
 word=landfill,f=13
 word=lately,f=13
 word=latent,f=13
 word=lazy,f=13
 word=legislator,f=13
 word=levy,f=13
 word=liberate,f=13
 word=luminous,f=13
 word=lump,f=13
 word=mat,f=13
 word=max,f=13
 word=meadow,f=13
 word=mediate,f=13
 word=mediocre,f=13
 word=menace,f=13
 word=metrics,f=13
 word=microprocessor,f=13
 word=midday,f=13
 word=militarily,f=13
 word=miner,f=13
 word=minimalist,f=13
 word=misconception,f=13
 word=misery,f=13
 word=misfortune,f=13
 word=mist,f=13
 word=mitochondrial,f=13
 word=mosquito,f=13
 word=motel,f=13
 word=motivational,f=13
 word=mould,f=13
 word=mute,f=13
 word=necrosis,f=13
 word=nightmare,f=13
 word=nod,f=13
 word=notebook,f=13
 word=notwithstanding,f=13
 word=nuisance,f=13
 word=nutritional,f=13
 word=nylon,f=13
 word=obscene,f=13
 word=occupancy,f=13
 word=occupant,f=13
 word=odor,f=13
 word=offender,f=13
 word=old-fashioned,f=13
 word=onion,f=13
 word=opaque,f=13
 word=optimism,f=13
 word=optimum,f=13
 word=orderly,f=13
 word=ounce,f=13
 word=outrageous,f=13
 word=overflow,f=13
 word=overpass,f=13
 word=overt,f=13
 word=overturn,f=13
 word=owl,f=13
 word=ox,f=13
 word=ozone,f=13
 word=parrot,f=13
 word=pastry,f=13
 word=patriot,f=13
 word=peanut,f=13
 word=pear,f=13
 word=pendulum,f=13
 word=perfume,f=13
 word=persistence,f=13
 word=persuasion,f=13
 word=pest,f=13
 word=phenomenal,f=13
 word=pigeon,f=13
 word=pill,f=13
 word=pity,f=13
 word=planar,f=13
 word=plead,f=13
 word=plentiful,f=13
 word=polite,f=13
 word=polymerase,f=13
 word=pore,f=13
 word=predominately,f=13
 word=pretext,f=13
 word=prevail,f=13
 word=primacy,f=13
 word=proclaim,f=13
 word=proficiency,f=13
 word=pronounce,f=13
 word=propagate,f=13
 word=propel,f=13
 word=prosecute,f=13
 word=provocative,f=13
 word=provoke,f=13
 word=qualitative,f=13
 word=quarrel,f=13
 word=rash,f=13
 word=razor,f=13
 word=reactionary,f=13
 word=receipt,f=13
 word=recite,f=13
 word=reckless,f=13
 word=reconstruct,f=13
 word=refine,f=13
 word=refinement,f=13
 word=reliably,f=13
 word=reliant,f=13
 word=removable,f=13
 word=repay,f=13
 word=repel,f=13
